Title,Name_Repo,Date_Created,Num_Comment,Label_Issue,Identity_Repo,Identity_Global,Body
RuntimeError: ffmpeg process video: test.mp4 error,PaddlePaddle/PaddleDetection,2022-07-26 11:22:58,2,,6519,1318096594,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question


[07/26 19:18:47] ppdet.utils.checkpoint INFO: Finish resuming model weights: weights/fairmot_dla34_30e_1088x608.pdparams
'ffmpeg' �����ڲ����ⲿ���Ҳ���ǿ����еĳ���
���������ļ���
Traceback (most recent call last):
  File ""D:/zhaohang/GitHub/PaddleDetection-release-2.4/infer_mot.py"", line 157, in <module>
    main()
  File ""D:/zhaohang/GitHub/PaddleDetection-release-2.4/infer_mot.py"", line 153, in main
    run(FLAGS, cfg)
  File ""D:/zhaohang/GitHub/PaddleDetection-release-2.4/infer_mot.py"", line 107, in run
    tracker.mot_predict_seq(
  File ""D:\zhaohang\GitHub\PaddleDetection-release-2.4\ppdet\engine\tracker.py"", line 518, in mot_predict_seq
    self.dataset.set_video(video_file, frame_rate)
  File ""D:\zhaohang\GitHub\PaddleDetection-release-2.4\ppdet\data\source\mot.py"", line 574, in set_video
    self.roidbs = self._load_video_images()
  File ""D:\zhaohang\GitHub\PaddleDetection-release-2.4\ppdet\data\source\mot.py"", line 506, in _load_video_images
    frames_path = video2frames(self.video_file, output_path,
  File ""D:\zhaohang\GitHub\PaddleDetection-release-2.4\ppdet\data\source\mot.py"", line 607, in video2frames
    raise RuntimeError('ffmpeg process video: {} error'.format(video_path))
RuntimeError: ffmpeg process video: test.mp4 error"
考虑yolov7模型不，加进来,PaddlePaddle/PaddleDetection,2022-07-26 09:55:16,2,,6516,1317990664,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有类似需求。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar feature requests.


### 需求描述 Feature Description

考虑 yolov7 模型不，加进来

`https://github.com/WongKinYiu/yolov7`

### 是否愿意提交PR Are you willing to submit a PR?

- [ ] Yes I'd like to help by submitting a PR!"
PP-YOLOE on DeepStream,PaddlePaddle/PaddleDetection,2022-07-25 16:53:48,0,feature request,6511,1317109347,"Repository to use PP-YOLOE model on NVIDIA DeepStream SDK

Link: https://github.com/marcoslucianops/DeepStream-Yolo

#### Config

```
board = NVIDIA Tesla V100 (AWS: p3.2xlarge)
batch-size = 1
eval = val2017 (COCO)
sample = 1920x1080 video
```

#### NMS config

- Eval

```
nms-iou-threshold=0.7
pre-cluster-threshold=0.001
topk=300
```

- Test

```
nms-iou-threshold=0.7
pre-cluster-threshold=0.25
topk=300
```

#### Results

| DeepStream         | Precision | Resolution | IoU=0.5:0.95 | IoU=0.5 | IoU=0.75 | FPS<br />(without display) |
|:------------------:|:---------:|:----------:|:------------:|:-------:|:--------:|:--------------------------:|
| PP-YOLOE-x         | FP16      | 640        | 0.506        | 0.681   | 0.551    | 116.54                     |
| PP-YOLOE-l         | FP16      | 640        | 0.498        | 0.674   | 0.545    | 187.93                     |
| PP-YOLOE-m         | FP16      | 640        | 0.476        | 0.646   | 0.522    | 257.42                     |
| PP-YOLOE-s (400)   | FP16      | 640        | 0.422        | 0.589   | 0.463    | 465.23                     |"
训练时报错，使用Windows平台正常，linuex报错,PaddlePaddle/PaddleDetection,2022-07-25 01:24:25,3,,6503,1316081513,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

Traceback (most recent call last):
  File ""tools/train.py"", line 177, in <module>
    main()
  File ""tools/train.py"", line 173, in main
    run(FLAGS, cfg)
  File ""tools/train.py"", line 127, in run
    trainer.train(FLAGS.eval)
  File ""/home/haokun/h1ce/PaddleDetection-release-2.4/ppdet/engine/trainer.py"", line 506, in train
    self._eval_with_loader(self._eval_loader)
  File ""/home/haokun/h1ce/PaddleDetection-release-2.4/ppdet/engine/trainer.py"", line 533, in _eval_with_loader
    metric.update(data, outs)
  File ""/home/haokun/h1ce/PaddleDetection-release-2.4/ppdet/metrics/metrics.py"", line 113, in update
    outs, self.clsid2catid, bias=self.bias)
  File ""/home/haokun/h1ce/PaddleDetection-release-2.4/ppdet/metrics/coco_utils.py"", line 53, in get_infer_results
    outs['bbox'], outs['bbox_num'], im_id, catid, bias=bias)
  File ""/home/haokun/h1ce/PaddleDetection-release-2.4/ppdet/metrics/json_results.py"", line 30, in get_det_res
    category_id = label_to_cat_id_map[int(num_id)]
KeyError: 1
"
solov2训练后预测结果矩阵有问题,PaddlePaddle/PaddleDetection,2022-07-24 04:14:19,12,,6501,1315803767,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有报过同样bug。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar bug report.
![2](https://user-images.githubusercontent.com/53806323/180641866-cb035324-b41b-4024-b1bf-031234cc5da2.jpg)


### bug描述 Describe the Bug

solov2训练后预测结果矩阵有问题

### 复现环境 Environment

![2](https://user-images.githubusercontent.com/53806323/180641866-cb035324-b41b-4024-b1bf-031234cc5da2.jpg)
这是为什么？ 下的都是最新版本，paddle也是最新的，训练完预测就这样子了
训练参数为下：
我是labelme所以先转换了样本
x2coco.py --dataset_type labelme --json_input_dir E:\python\PaddleDetection-release-2.4\sample\json --image_input_dir E:\python\PaddleDetection-release-2.4\sample\image --output_dir E:\python\PaddleDetection-release-2.4\sample\coco --train_proportion 0.9 --val_proportion 0.1

train.py -c configs/solov2/solov2_r50_enhance_coco.yml

export_model.py -c configs/solov2/solov2_r50_enhance_coco.yml --output_dir=./output_inference -o weights=./output/solov2_r50_enhance_coco/model_final

infer.py --model_dir=./output_inference/solov2_r50_enhance_coco --image_file=./2.jpg --threshold=0.5



### 是否愿意提交PR Are you willing to submit a PR?

- [ ] Yes I'd like to help by submitting a PR!"
PicoDet 剪枝例子输出模型,PaddlePaddle/PaddleDetection,2022-07-22 06:12:52,0,,6490,1314380925,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

ubuntu 20.04
cuda 11.2
python3.9
paddleDetection 2.3
paddlelite 2.10
paddleslim  2.2.2

官方提供权重[非结构化稀疏在 PicoDet 上的应用教程](https://github.com/PaddlePaddle/PaddleDetection/tree/release/2.4/configs/picodet/legacy_model/pruner)
![image](https://user-images.githubusercontent.com/33504478/180373664-c656071d-b940-495d-91c2-75485f222804.png)
使用如下命令转换
'python tools/export_model.py -c configs/picodet/legacy_model/picodet_m_320_coco.yml -o weights=output/picodet_m_320_coco.pdparams --output_dir=inference_model/`
`paddle_lite_opt --valid_targets=arm --model_dir=inference_model/picodet_m_320_coco --optimize_out=export_model/picodet_m_320_coco`

输出的**nb文件大小为9.3MB**
picodet_m_320__coco_sparse_75，转换命令
'python tools/export_model.py -c configs/picodet/legacy_model/picodet_m_320_coco.yml -o weights=output/picodet_m_320__coco_sparse_75.pdparams --output_dir=inference_model/`
`paddle_lite_opt --valid_targets=arm --model_dir=inference_model/picodet_m_320__coco_sparse_75 --optimize_out=export_model/picodet_m_320__coco_sparse_75 --sparse_model true `
转换后**得到的模型也是9.3MB**

**且高通865，ARMv8测试时间相差0.3ms**

**问题1** PC上转换出来的模型与介绍的差的有些多，且时间差别不大，原因是什么？

**问题2**我在自己的数据集上剪枝与量化，转换出来的nb文件变小了，但是推测时间更长了？

"
关键点检测 LiteHRNet-18 联合部署推理报错,PaddlePaddle/PaddleDetection,2022-07-22 01:48:34,8,,6488,1314032489,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有报过同样bug。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar bug report.


### bug描述 Describe the Bug

用yolo 和 LiteHRNet-18 联合部署检测视频，刚开始正常预测，预测到700多帧时突然报错，不太理解为什么正常预测到中途会报错，不太清楚原因
```
-----------  Running Arguments -----------
camera_id: -1
cpu_threads: 1
det_model_dir: output_inference/ppyolov2_r50vd_dcn_365e_coco/
det_threshold: 0.5
device: gpu
enable_mkldnn: False
image_dir: None
image_file: None
keypoint_batch_size: 8
keypoint_model_dir: output_inference/lite_hrnet_18_rat_coco/
keypoint_threshold: 0.5
output_dir: output
run_benchmark: False
run_mode: paddle
save_res: False
trt_calib_mode: False
trt_max_shape: 1280
trt_min_shape: 1
trt_opt_shape: 640
use_dark: True
video_file: dataset/rat_temperature.mp4
------------------------------------------
-----------  Model Configuration -----------
Model Arch: YOLO
Transform Order: 
--transform op: Resize
--transform op: NormalizeImage
--transform op: Permute
--------------------------------------------
-----------  Model Configuration -----------
Model Arch: HRNet
Transform Order: 
--transform op: TopDownEvalAffine
--transform op: NormalizeImage
--transform op: Permute
--------------------------------------------
fps: 30, frame_count: 6760
detect frame: 1
detect frame: 2
detect frame: 3
detect frame: 4
...
detect frame: 707
detect frame: 708
detect frame: 709
detect frame: 710
detect frame: 711
Traceback (most recent call last):
  File ""deploy/python/det_keypoint_unite_infer.py"", line 270, in <module>
    main()
  File ""deploy/python/det_keypoint_unite_infer.py"", line 235, in main
    FLAGS.save_res)
  File ""deploy/python/det_keypoint_unite_infer.py"", line 163, in topdown_unite_predict_video
    FLAGS.run_benchmark)
  File ""deploy/python/det_keypoint_unite_infer.py"", line 47, in predict_with_given_det
    rec_images, run_benchmark, repeats=10, visual=False)
  File ""/home/chenmin/workspace/PaddleDetection/deploy/python/keypoint_infer.py"", line 240, in predict_image
    results = self.merge_batch_result(results)
  File ""/home/chenmin/workspace/PaddleDetection/deploy/python/infer.py"", line 221, in merge_batch_result
    res_key = batch_result[0].keys()
IndexError: list index out of range
```

### 复现环境 Environment

- PaddlePaddle : 2.3.0
- PaddleDetection : release/2.4
- Python : 3.6.13
- CUDA : 11.2.2
- CUDNN : 8.1.0.77

### 是否愿意提交PR Are you willing to submit a PR?

- [ ] Yes I'd like to help by submitting a PR!"
进行非结构化剪枝时不小心退出，之后无法进行恢复训练,PaddlePaddle/PaddleDetection,2022-07-19 12:39:05,0,,6477,1309461463,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

1. 这是我的运行代码
`%cd ~
%cd PaddleDetection
!python tools/train.py -c configs/picodet/legacy_model/pruner/picodet_s_416_coco_pruner.yml \
                                                 --slim_config configs/slim/prune/picodet_m_unstructured_prune_75.yml --eval \
                                                  --r output/picodet_m_unstructured_prune_75/best_model \
                                                  --use_vdl=true \
                                                 --vdl_log_dir=/home/aistudio/vdl_log_dir/scalar \`
2.这是报错
`Traceback (most recent call last):
  File ""tools/train.py"", line 177, in <module>
    main()
  File ""tools/train.py"", line 173, in main
    run(FLAGS, cfg)
  File ""tools/train.py"", line 122, in run
    trainer.resume_weights(FLAGS.resume)
  File ""/home/aistudio/PaddleDetection/ppdet/engine/trainer.py"", line 370, in resume_weights
    self.ema if self.use_ema else None)
  File ""/home/aistudio/PaddleDetection/ppdet/utils/checkpoint.py"", line 99, in load_weight
    model.set_dict(model_weight)
  File ""/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/fluid/framework.py"", line 281, in wrapper
    return func(*args, **kwargs)
  File ""/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/fluid/dygraph/layers.py"", line 1445, in set_state_dict
    param.set_value(state)
  File ""<decorator-gen-127>"", line 2, in set_value
  File ""/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/fluid/wrapped_decorator.py"", line 25, in __impl__
    return wrapped_func(*args, **kwargs)
  File ""/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/fluid/framework.py"", line 229, in __impl__
    return func(*args, **kwargs)
  File ""/opt/conda/envs/python35-paddle120-env/lib/python3.7/site-packages/paddle/fluid/dygraph/varbase_patch_methods.py"", line 174, in set_value
    self.name, self_tensor_np.dtype, value_np.dtype)
AssertionError: Variable dtype not match, Variable [ generated_tensor_52 ] need tensor with dtype float32  but load tensor with dtype bool`"
"只让maskrcnn实现目标检测功能 ，应该如何修改代码 ,能不能提供下文档",PaddlePaddle/PaddleDetection,2022-07-19 02:58:03,5,,6471,1308909405,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

使用2.4版本数据，只让maskrcnn实现目标检测功能 ，应该如何修改代码 "
Windows  S2Anet  编译,PaddlePaddle/PaddleDetection,2022-07-18 02:54:43,5,,6463,1307333719,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

编译S2ANet 
python setup.py install  报错，请问该怎么解决

环境:  CUDA10.2  Paddledetection2.4 


![image](https://user-images.githubusercontent.com/46549527/179438693-57b81f03-bcc1-4d97-9f19-e0d6898a8c6f.png)


![image](https://user-images.githubusercontent.com/46549527/179438834-7c868b21-6458-4305-a06a-020f0564668d.png)

"
ppyolo模型转化为onnx后infer_shapes失败,PaddlePaddle/PaddleDetection,2022-07-17 09:21:47,3,,6461,1307041262,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

ppyolo_mbv3_large_coco模型转化为onnx后infer_shapes失败，报如下错误：
`onnx.onnx_cpp2py_export.shape_inference.InferenceError: [ShapeInferenceError] (op_type:Gather, node name: Gather_12): [ShapeInferenceError] Inferred shape and existing shape differ in dimension 0: (1) vs (-1)
`
同时，使用TVM加载转化后onnx模型，也无法通过，报如下错误：
`Check failed: *axis_ptr == 1 (-1 vs. 1) : cannot squeeze axis with dimension not equal to 1`

但是，使用onnx的check_model对模型进行验证，一切正常。
所以不知道上述问题是什么原因造成的，还是说转化过程需要什么特别操作。
转化步骤参考了EXPORT_ONNX_MODEL.md中的步骤。
其余模型如ppyolov2_r50vd_dcn_365e_coco同样存在这个问题。
环境：
OS：ubuntu 18.04
paddle2onnx：0.9.8/1.0.0rc
onnx：1.11/1.12"
ssd_mobilenet_v1的静态图剪裁的模型评估时候这个问题，求大佬解答,PaddlePaddle/PaddleDetection,2022-07-15 21:51:40,4,,6453,1306564809,"大家好，我在做ssd_mobilenet_v1的静态图剪裁的时候出现这个问题，求教如何解决？
工作路径在PaddleDetection/static/下
![image](https://user-images.githubusercontent.com/109390344/179322261-1f75504a-df55-4109-92e6-ec31d98573b8.png)

![SWIE5~1 $S@B~8Y@%TW$7CC](https://user-images.githubusercontent.com/109390344/179315276-a9a10b70-7d36-4674-beb3-30830e1ab47b.png)

_Originally posted by @SunYF-0729 in https://github.com/PaddlePaddle/PaddleDetection/issues/6333#issuecomment-1185970346_"
最近的PPhuman V2 Reid 聚类阶段报错,PaddlePaddle/PaddleDetection,2022-07-15 07:57:54,2,,6449,1305710774,"### 问题确认 Search before asking

- [x] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有报过同样bug。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar bug report.


### bug描述 Describe the Bug

使用教程代码 多镜头文件夹里面放了多个视频


Traceback (most recent call last):
  File ""/snap/pycharm-professional/290/plugins/python/helpers/pydev/pydevd.py"", line 1491, in _exec
    pydev_imports.execfile(file, globals, locals)  # execute the script
  File ""/snap/pycharm-professional/290/plugins/python/helpers/pydev/_pydev_imps/_pydev_execfile.py"", line 18, in execfile
    exec(compile(contents+""\n"", file, 'exec'), glob, loc)
  File ""/D/tools/PaddleDetection/deploy/pipeline/pipeline.py"", line 1021, in <module>
    main()
  File ""/D/tools/PaddleDetection/deploy/pipeline/pipeline.py"", line 1010, in main
    pipeline.run()
  File ""/D/tools/PaddleDetection/deploy/pipeline/pipeline.py"", line 159, in run
    mtmct_process(
  File ""/D/tools/PaddleDetection/deploy/pipeline/pphuman/mtmct.py"", line 335, in mtmct_process
    map_tid = sub_cluster(cid_tid_dict)
  File ""/D/tools/PaddleDetection/deploy/pipeline/pphuman/mtmct.py"", line 267, in sub_cluster
    clu = get_labels(cid_tid_dict, cid_tids)
  File ""/D/tools/PaddleDetection/deploy/pipeline/pphuman/mtmct.py"", line 244, in get_labels
    cost_matrix = get_sim_matrix_new(cid_tid_dict, cid_tids)
  File ""/D/tools/PaddleDetection/deploy/pipeline/pphuman/mtmct.py"", line 208, in get_sim_matrix_new
    distmat = get_dist_mat(q_arr, g_arr, func_name=""cosine"")
  File ""/D/tools/PaddleDetection/deploy/pipeline/pphuman/mtmct.py"", line 182, in get_dist_mat
    dist_mat = get_cosine(x, y)
  File ""/D/tools/PaddleDetection/deploy/pipeline/pphuman/mtmct.py"", line 176, in get_cosine
    sim_mt = cosine_similarity(x, y, eps)
  File ""/D/tools/PaddleDetection/deploy/pipeline/pphuman/mtmct.py"", line 160, in cosine_similarity
    x_n, y_n = np.linalg.norm(
  File ""<__array_function__ internals>"", line 5, in norm
  File ""/home/lgc/anaconda3/lib/python3.8/site-packages/numpy/linalg/linalg.py"", line 2560, in norm
    return sqrt(add.reduce(s, axis=axis, keepdims=keepdims))
numpy.AxisError: axis 1 is out of bounds for array of dimension 1

### 复现环境 Environment

_No response_

### 是否愿意提交PR Are you willing to submit a PR?

- [X] Yes I'd like to help by submitting a PR!"
PPYOLOE训练到360轮学习率变为0，正常吗就此需要停止训练了吗？loss为1.83左右,PaddlePaddle/PaddleDetection,2022-07-14 12:43:38,3,,6443,1304734005,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

PPYOLOE训练到360轮学习率变为0，正常吗就此需要停止训练了吗？loss为1.83左右
是不是配置文件里的optimizer_300e.yml里面maxepoch的问题，默认是360，可以随意更改吗"
cpp部署代码在windows端进行连续预测产生内存泄漏 #3795 被关闭 但未提供解决方案后续解决方案代码,PaddlePaddle/PaddleDetection,2022-07-14 03:35:55,4,,6429,1304206391,"### 问题确认 Search before asking

- [X] 我已经查询[历史issue](https://github.com/PaddlePaddle/PaddleDetection/issues)，没有报过同样bug。I have searched the [issues](https://github.com/PaddlePaddle/PaddleDetection/issues) and found no similar bug report.


### bug描述 Describe the Bug

c++ 代码 PaddleDetection严重内存溢出 原因 内部  std::vector<const float*> output_data_list_; 指针未释放

det->Predict(imgs, FLAGS_threshold, 0, 1, &result, &bbox_num, &det_times); 严重内存溢出

修改 object_detector.cc
函数
void ObjectDetector::Predict
函数末尾增加
for (auto it = output_data_list_.begin(); it != output_data_list_.end(); it++)
  {
      if (*it != NULL)
      {
          delete* it;
          *it = NULL;
      }
  }
  output_data_list_.clear();

### 复现环境 Environment

所有c++版本

### 是否愿意提交PR Are you willing to submit a PR?

- [X] Yes I'd like to help by submitting a PR!"
picoDet 量化问题,PaddlePaddle/PaddleDetection,2022-07-13 08:54:35,0,,6421,1303120428,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

1.请问picoDet 量化后转换问题解决了吗？ issue#6359 中说还在修复。
2.问题是出现再backbone, 还是neck 还是decode_head?"
Faster RCNN Window 预测 报错,PaddlePaddle/PaddleDetection,2022-07-12 11:04:21,2,,6410,1301899982,"### 问题确认 Search before asking

- [X] 我已经搜索过问题，但是没有找到解答。I have searched the question and found no related answer.


### 请提出你的问题 Please ask your question

下载的已经编译好的paddle_inference库，支持本地电脑的版本以及cuda cudnn tensorRT版本
CUDA version: 10.2
CUDNN version: v7.6
CXX compiler version: 19.16.27045.0
WITH_TENSORRT: ON
TensorRT version: v7
显卡RTX2070Super

使用export_modle.py 导出导出faster_rcnn_r50_1x_voc.yml训练的模型
infer_cfg.yml如下：
mode: trt_fp32
draw_threshold: 0.5
metric: VOC
use_dynamic_shape: true
arch: RCNN
min_subgraph_size: 40
Preprocess:
- interp: 2
  keep_ratio: true
  target_size:
  - 2500
  - 2500
  type: Resize
- is_scale: true
  mean:
  - 0.6596901986291833
  - 0.6596901986291833
  std:
  - 0.10138360185013484
  - 0.10138360185013484
  type: NormalizeImage
- type: Permute
- stride: -1
  type: PadStride
label_list:
- ""\u5D29\u89D2""
- ""\u5212\u75D5""
- ""\u88C2\u7EB9""
- ""\u8868\u9762\u6742\u7269”

当mode:fluid时预测一切正常，但当将mode改为trt_fp16或者trt_fp32时 第一张图能够正常预测，但第二张（或者再次预测第一张图）预测会报错如下：
--------------------------------------
C++ Traceback (most recent call last):
--------------------------------------
Not support stack backtrace yet.

----------------------
Error Message Summary:
----------------------
InvalidArgumentError: decrease dim should be 1
  [Hint: Expected out_dims[decrease_axis[i]] == 1, but received out_dims[decrease_axis[i]]:0 != 1:1.] (at C:/home/workspace/Paddle_release5/paddle/fluid/operators/slice_op.cc:147)
  [operator < slice > error]


详细堆栈信息：
Compile Traceback (most recent call last):
    File ""/snap/pycharm-community/286/plugins/python-ce/helpers/pydev/pydevd.py""
, line 2181, in <module>
      main()
    File ""/snap/pycharm-community/286/plugins/python-ce/helpers/pydev/pydevd.py""
, line 2172, in main
      globals = debugger.run(setup['file'], None, None, is_module)
    File ""/snap/pycharm-community/286/plugins/python-ce/helpers/pydev/pydevd.py""
, line 1484, in run
      return self._exec(is_module, entry_point_fn, module_name, file, globals, l
ocals)
    File ""/snap/pycharm-community/286/plugins/python-ce/helpers/pydev/pydevd.py""
, line 1491, in _exec
      pydev_imports.execfile(file, globals, locals)  # execute the script
    File ""/snap/pycharm-community/286/plugins/python-ce/helpers/pydev/_pydev_imp
s/_pydev_execfile.py"", line 18, in execfile
      exec(compile(contents+""\n"", file, 'exec'), glob, loc)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/tools/export_model.py
"", line 115, in <module>
      main()
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/tools/export_model.py
"", line 111, in main
      run(FLAGS, cfg)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/tools/export_model.py
"", line 77, in run
      trainer.export(FLAGS.output_dir)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/engine/trainer.
py"", line 686, in export
      static_model, pruned_input_spec = self._get_infer_cfg_and_input_spec(
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/engine/trainer.
py"", line 664, in _get_infer_cfg_and_input_spec
      input_spec, static_model.forward.main_program,
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/program_translator.py"", line 563, in main_program
      concrete_program = self.concrete_program
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/program_translator.py"", line 479, in concrete_program
      return self.concrete_program_specify_input_spec(input_spec=None)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/program_translator.py"", line 516, in concrete_program_specify_
input_spec
      concrete_program, _ = self.get_concrete_program(
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/program_translator.py"", line 427, in get_concrete_program
      concrete_program, partial_program_layer = self._program_cache[cache_key]
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/program_translator.py"", line 744, in __getitem__
      self._caches[item] = self._build_once(item)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/program_translator.py"", line 730, in _build_once
      concrete_program = ConcreteProgram.from_func_spec(
    File ""<decorator-gen-206>"", line 2, in from_func_spec

    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/wrapped_
decorator.py"", line 25, in __impl__
      return wrapped_func(*args, **kwargs)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
base.py"", line 40, in __impl__
      return func(*args, **kwargs)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/program_translator.py"", line 683, in from_func_spec
      outputs = static_func(*inputs)
    File ""/tmp/tmpqpqzpt3g.py"", line 42, in forward
      out = paddle.jit.dy2static.convert_ifelse(self.training, true_fn_2,
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/convert_operators.py"", line 211, in convert_ifelse
      out = _run_py_ifelse(pred, true_fn, false_fn, true_args, false_args)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/convert_operators.py"", line 271, in _run_py_ifelse
      return true_fn(*true_args) if pred else false_fn(*false_args)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/modeling/archit
ectures/meta_arch.py"", line 72, in forward
      out = self.get_pred()
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/modeling/archit
ectures/faster_rcnn.py"", line 104, in get_pred
      bbox_pred, bbox_num = self._forward()
    File ""/tmp/tmp4dutrvx3.py"", line 53, in _forward
      _, __return_value_0, rois, rois_num = paddle.jit.dy2static.convert_ifelse(

    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/convert_operators.py"", line 211, in convert_ifelse
      out = _run_py_ifelse(pred, true_fn, false_fn, true_args, false_args)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
dygraph_to_static/convert_operators.py"", line 271, in _run_py_ifelse
      return true_fn(*true_args) if pred else false_fn(*false_args)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/modeling/archit
ectures/faster_rcnn.py"", line 81, in _forward
      rois, rois_num, _ = self.rpn_head(body_feats, self.inputs)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
layers.py"", line 914, in __call__
      outputs = self.forward(*inputs, **kwargs)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/modeling/propos
al_generator/rpn_head.py"", line 131, in forward
      anchors = self.anchor_generator(rpn_feats)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/dygraph/
layers.py"", line 914, in __call__
      outputs = self.forward(*inputs, **kwargs)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/modeling/propos
al_generator/anchor_generator.py"", line 125, in forward
      anchors_over_all_feature_maps = self._grid_anchors(grid_sizes)
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/modeling/propos
al_generator/anchor_generator.py"", line 113, in _grid_anchors
      shift_x, shift_y = self._create_grid_offsets(size, stride,
    File ""/home/tjzn/Downloads/PaddleDetection-release-2.3/ppdet/modeling/propos
al_generator/anchor_generator.py"", line 99, in _create_grid_offsets
      grid_height, grid_width = size[0], size[1]
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/framewor
k.py"", line 1783, in __getitem__
      return _getitem_impl_(self, item)
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/variable
_index.py"", line 459, in _getitem_impl_
      target_block.append_op(
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/framewor
k.py"", line 3178, in append_op
      op = Operator(
    File ""/home/tjzn/anaconda3/lib/python3.8/site-packages/paddle/fluid/framewor
k.py"", line 2224, in __init__
      for frame in traceback.extract_stack():"
