,Title,Name_Repo,State,Assignees,Proposed_By,Closed_By,Date_Created,Date_Closed,Num_Comment,Label_Issue,Identity_Repo,Identity_Global,Body,Sentiment_Title,Sentiment_Body
103,TypeError: string indices must be integers,matterport/Mask_RCNN,open,,AidaSilva,,2021-07-06 19:03:57,,0.0,,2624.0,938178401.0,"<__main__.CustomDataset object at 0x000001F4241B0208>
---------------------------------------------------------------------------
TypeError                                 Traceback (most recent call last)
<ipython-input-4-8ee06627f1ef> in <module>
     37             ""mrcnn_bbox"", ""mrcnn_mask""])
     38 
---> 39 train(model)

<ipython-input-4-8ee06627f1ef> in train(model)
      4     dataset_train = CustomDataset()
      5     print(dataset_train)
----> 6     dataset_train.load_custom(""C:/Users/Owner/Mask_RCNN_foun/dataset"", ""train"")
      7     dataset_train.prepare()
      8 

<ipython-input-3-3b9c51fede60> in load_custom(self, dataset_dir, subset)
     43             # the outline of each object instance. There are stores in the
     44             # shape_attributes (see json format above)
---> 45             polygons = [r['shape_attributes'] for r in a['regions']]
     46             objects = [s['region_attributes']['name'] for s in a['regions']]
     47             print(""objects:"",objects)

<ipython-input-3-3b9c51fede60> in <listcomp>(.0)
     43             # the outline of each object instance. There are stores in the
     44             # shape_attributes (see json format above)
---> 45             polygons = [r['shape_attributes'] for r in a['regions']]
     46             objects = [s['region_attributes']['name'] for s in a['regions']]
     47             print(""objects:"",objects)",neutral,neutral
104,No shuffle layer when training condensenet?,ShichenLiu/CondenseNet,closed,,hiyijian,ShichenLiu,2017-12-18 10:22:40,2017-12-19 17:52:09,4.0,,7.0,282828674.0,"Dear @ShichenLiu ,
  I did not found any shuffle layer related stuff in models.condensenet, which use layers.LearnedGroupConv as LGC. However, the paper says we should use it clearly. Is it a mismatch? 
  Thanks",neutral,neutral
105,ImageSize,DmitryUlyanov/texture_nets,closed,,DavieHR,DmitryUlyanov,2016-05-22 02:24:52,2016-08-12 10:39:20,2.0,,9.0,156131236.0,"Hi, I found that your stylization_process couldn't adaptive to different resolution,just using the resolution 800*800,etc. I fixed it. 
",neutral,neutral
106,"Hello, I want to ask where is the supplementary information mentioned in the paper？",lmb-freiburg/hand3d,closed,,qqq1mmm,zimmerm,2019-03-05 08:07:19,2019-03-23 06:35:43,1.0,,23.0,417167307.0,,neutral,neutral
107,list of object detection and instance segmentation model list,open-mmlab/mmdetection,closed,,Suzan009,RangiLyu,2022-01-18 17:52:25,2022-01-27 08:04:43,1.0,enhancement#Doc,7030.0,1107198784.0,"The list here https://github.com/open-mmlab/mmdetection#benchmark-and-model-zoo, how would I know which one is for object detection and which one is for instance segmentation? ",neutral,neutral
108,"RuntimeError: expand(torch.cuda.FloatTensor{[256, 100, 100]}, size=[]): the number of sizes provided (0) must be greater or equal to the number of dimensions in the tensor (3)",open-mmlab/mmdetection,closed,,Youggie,hellock,2019-12-18 09:28:49,2019-12-18 13:28:49,1.0,,1831.0,539558696.0,"When you multiply two tensors, you get this error. How do you solve it?Does anyone have any good advice?Thank you very much",neutral,neutral
109,"Please, I'm trying to make an API, I want to put the loss value in a variable and send it to the client at each step",matterport/Mask_RCNN,open,,izamkarsp,,2020-08-23 02:06:27,,0.0,,2333.0,684099693.0,"Please, I'm trying to make an API, I want to put the loss value in a variable and send it to the client at each step",positive,positive
110,How to train model for multiple classes in Colab?,matterport/Mask_RCNN,closed,,Ruchikamodgil,Ruchikamodgil,2021-02-13 23:12:41,2021-02-24 20:40:28,0.0,,2481.0,807848159.0,,neutral,neutral
111,Incorrect Predictions,reactive-systems/deepltl,closed,,watakandai,realChrisHahn2,2022-09-28 17:29:12,2022-09-30 19:07:56,2.0,,2.0,1389715438.0,"Hi,

I tried running the code you provided and followed the procedures in Readme. 
```bash
python -m deepltl.train.train_transformer --problem='ltl' --ds-name='ltl-35' --epochs=5
python -m deepltl.train.train_transformer --problem='ltl' --ds-name='ltl-50-test' --test
```

These are the results I got during the evaluation phase.
Solutions seemed to be mostly incorrect. Do you have an explanation for this? 
Do you have any idea what went wrong?

```
INCORRECT 1
input : Xb & Xe U d & !X(Xc & Xd & c U !d & (b & X((d & Xe) U (e & !Xd & Xa U !c))) U !(!c U c))
output: d; b; cycle{1}
target: d; b & !c & d; cycle{1}

INCORRECT 4
input : (X(Xb & !XXa U !(a & !e & !Xb U !a)) U !(b U c)) U (!b & X(d U !(1 U !X!a)))
output: !b; !b; cycle{!b}
target: !b; 1; cycle{!a}

INCORRECT 5
input : !X((!c U Xc) U 1 U !(c U !d)) & !(!c U !(!b & d)) U X(Xa U (d & a U b))
output: 1; b & !d; cycle{!d}
target: 1; b & c & d; cycle{!d}

INCORRECT 6
input : !((b & e U c) U 1 U a) & a U (!(b & e & XXc) & !(!X(!a & b) U (X!d & c U b)))
output: !a & !b & !c | !a & !c & !e; cycle{!a}
target: !a & !b & c; !a & !b & c & !d; cycle{!a & !b & c}

INCORRECT 8
input : !X(d & X(X(!a & Xe) U !X(!e U 1 U !e))) & X(!Xc & X!c & Xd U (Xe & !XXXe U !a))
output: 1; !d; !c & e; !c; cycle{1}
target: 1; !a & !d; !c & e; cycle{1}

INCORRECT 9
input : X((X!XX!(!b & c) U XX(d U c U !e)) U !X(!X!(a & e) & (Xc & Xd) U !e) U XXX(Xa U d))
output: 1; c; cycle{1}
target: 1; 1; 1; 1; d; cycle{1}

INCORRECT 10
input : X(X(!c & X!(a & e)) & !X(!(!a & !Xc & !(a & X!a) U X(a & e & Xa)) U d))
output: 1; 1; !a & !c; !a & !c | !c & !e; cycle{1}
target: 1; 1; !c & !d; !a & !d | !d & !e; cycle{!d}

INCORRECT 11
input : !(Xa & XX((!Xc & Xa) U X!b U X!(Xc U !d))) U X(a & b & c) U X(1 U XX(d U e))
output: 1; 1; 1; 1; !c; cycle{1}
target: 1; 1; 1; e; cycle{1}
```",neutral,negative
112,About self.ind,XudongLinthu/context-gated-convolution,closed,,MPhone1000,XudongLinthu,2020-11-24 08:30:09,2020-12-02 22:17:28,2.0,,1.0,749492460.0,"At line 19 in `context-gated-convolution/image-classification/models/layers.py`,
```
if kernel_size == 1 or True:
    self.ind = True
```
`self.ind` is always True and the layer works the same as traditional convolution.

Is `or True` redundant?",neutral,negative
113,no code for DeepGCN+FLAG on ogbg-molpcba and ogbg-code,devnkong/FLAG,closed,,lipingcoding,lipingcoding,2020-11-20 06:54:30,2020-11-20 07:58:32,2.0,,2.0,747227347.0,no code for DeepGCN+FLAG on ogbg-molpcba and ogbg-code,neutral,neutral
114,How to get gt_bboxes and gt_labels annotations during testing?,open-mmlab/mmdetection,closed,ZwwWayne,ghost,hhaAndroid,2020-08-30 03:47:01,2021-04-09 02:36:19,3.0,enhancement,3653.0,688646986.0,"This is useful in some ablation studies. For example, to verify the upper bound performance of bbox regression branch, we can replace the anchors with `gt_bboxes`.

Since in testing mode the detector doesn't receive `gt_bboxes` and `gt_labels`, I tried to add `return_loss=True` in <https://github.com/open-mmlab/mmdetection/blob/f93c00fd05b50cd3903c964599efb7eb9fd354ea/mmdet/apis/test.py#L26> and input the annotations in the same line, but the detector with `training mode` only returns losses and doesn't return detection results as I expected. I have to modify the detector to output detection results in `training mode`.

Is there cheaper way of feeding annotations to the detector during testing?

",neutral,negative
115,Failed to compile  sigmoid_focal_loss_cuda.cu   Under   win10,open-mmlab/mmdetection,closed,,nothingws,ZwwWayne,2020-06-23 08:40:41,2021-01-24 15:43:50,1.0,windows,3111.0,643646295.0,"Failed to compile               # make_cuda_ext(
            #     name='sigmoid_focal_loss_ext',
            #     module='mmdet.ops.sigmoid_focal_loss',
            #     sources=['src/sigmoid_focal_loss_ext.cpp'],
            #     sources_cuda=['src/cuda/sigmoid_focal_loss_cuda.cu']),

vs2017 cuda10.1 pytorch1.3",neutral,neutral
116,how to test ?,MIT-HAN-LAB/temporal-shift-module,closed,,ucasiggcas,tonylins,2019-12-20 09:41:13,2019-12-26 00:26:31,5.0,,42.0,540894284.0,"hi,dear
Do not want test on the txt file's images
Just want to test other images or videos ,so how to ?
pls supply the file
### kinetics/labels/val_videofolder.txt
or tell me what's on it ?

thx",neutral,neutral
117,can't use CBN to train a resnet model from scratch？ask for help,Howal/Cross-iterationBatchNorm,open,,nkyle04,,2022-04-15 03:01:13,,0.0,,8.0,1205201698.0,"I was using a resent18 model from torchvision，and try to replace all bn by CBN. But I can't train it at all, the accuracy is always very little, such as 0.01%

I also use an pre trained resnet18 model that has been trained for 40 epochs, and continue train with CBN replaced for some epochs, and the accuracy is also dropped immediately.
 
Is there any details I had missed？Please give me some help, Thanks.",neutral,positive
118,How to make transfer learned model only predict my own labels,open-mmlab/mmdetection,closed,,Magsun,hellock,2020-01-15 13:45:38,2020-02-02 05:24:37,5.0,,1987.0,550195631.0,"您好，我在试着用mmdetection框架中的一个预训练模型来迁移学习自己的类别，在训练的时候我修改了训练的配置，能够正常训练，但是在预测的时候偶尔模型会预测出不在训练类别中的标签。经过查看coco数据集的类别，推测可能是模型输出了coco预训练过的类别。
请问在哪里修改配置让模型只输出预训练过的类别？
非常感谢！",neutral,neutral
119,HD-Map Filter,nutonomy/nuscenes-devkit,closed,,Ckerrr,holger-motional,2019-11-26 17:37:26,2019-11-27 08:22:24,2.0,,260.0,528875427.0,"Does nuscenes-devkit have the API to apply ""HD-map"" filter? Eg. filter the objects or pointcloud inside the drivable area. 

If not, does the map possibly suppot the functionality in nature? Thanks!",neutral,positive
120,FBetaScore is missing sample_weight parameter in update_state function,tensorflow/addons,closed,,PhilipMay,Squadrick,2019-08-06 11:22:05,2019-08-30 13:07:02,3.0,metrics,396.0,477322712.0,"**System information**
- Have I written custom code (as opposed to using a stock example script provided in TensorFlow): see https://gist.github.com/PhilipMay/8897cd3980b4367f22cee7a0f8cb2ee5#file-poc_f1_bug-ipynb
- OS Platform and Distribution (e.g., Linux Ubuntu 16.04): macOS Mojave
- TensorFlow installed from (source or binary): binary (pypi with pip)
- TensorFlow version (use command below): tensorflow  2.0.0b1
- TensorFlow Addons installed from (source, PyPi): pypi
- TensorFlow Addons version: tfa-nightly 0.5.0.dev20190804
- Python version and type (eg. Anaconda Python, Stock Python as in Mac, or homebrew installed Python etc): conda python 3.6.9
- Bazel version (if compiling from source): -
- GCC/Compiler version (if compiling from source): -
- Is GPU used? (yes/no): no
- GPU model (if used): -

**Describe the bug**
Using `F1Score`from metrics with tf.keras does not work. See exception here:
https://gist.github.com/PhilipMay/8897cd3980b4367f22cee7a0f8cb2ee5#file-poc_f1_bug-ipynb

**Describe the expected behavior**
Should calculate the f1 metric

**Code to reproduce the issue**
see: https://gist.github.com/PhilipMay/8897cd3980b4367f22cee7a0f8cb2ee5#file-poc_f1_bug-ipynb

**Solution**
FBetaScore is missing sample_weight parameter in update_state function:
https://github.com/tensorflow/addons/blob/dab18121fa4253cf05320d41962bfbf1803e1f1b/tensorflow_addons/metrics/f_scores.py#L178

This would be a workaround for the problem:
`def update_state(self, y_true, y_pred, sample_weight=None):`

Although this way sample_weight is not considered in metric calculation.

Please note that all `update_state`functions from `tf.keras.metrics` do contain the `sample_weight` parameter: https://github.com/tensorflow/tensorflow/blob/master/tensorflow/python/keras/metrics.py

If you want me to I can prepare a PR.

Same problem should be here:
- https://github.com/tensorflow/addons/blob/master/tensorflow_addons/metrics/multilabel_confusion_matrix.py#L100
- https://github.com/tensorflow/addons/blob/master/tensorflow_addons/metrics/r_square.py#L54

**Other info / logs**
```
$ pip list
Package              Version             
-------------------- --------------------
absl-py              0.7.1               
appnope              0.1.0               
astor                0.8.0               
attrs                19.1.0              
backcall             0.1.0               
bleach               3.1.0               
certifi              2019.6.16           
cycler               0.10.0              
decorator            4.4.0               
defusedxml           0.6.0               
entrypoints          0.3                 
future               0.17.1              
gast                 0.2.2               
google-pasta         0.1.7               
grpcio               1.22.0              
h5py                 2.9.0               
hyperopt             0.1.2               
imbalanced-learn     0.5.0               
imblearn             0.0                 
ipykernel            5.1.1               
ipython              7.7.0               
ipython-genutils     0.2.0               
ipywidgets           7.5.1               
jedi                 0.14.1              
Jinja2               2.10.1              
joblib               0.13.2              
jsonschema           3.0.2               
jupyter              1.0.0               
jupyter-client       5.3.1               
jupyter-console      6.0.0               
jupyter-core         4.5.0               
Keras                2.2.4               
Keras-Applications   1.0.8               
keras-metrics        1.1.0               
Keras-Preprocessing  1.1.0               
kiwisolver           1.1.0               
lightgbm             2.2.3               
Markdown             3.1.1               
MarkupSafe           1.1.1               
matplotlib           3.1.1               
mistune              0.8.4               
nbconvert            5.5.0               
nbformat             4.4.0               
networkx             2.3                 
notebook             6.0.0               
numpy                1.17.0              
pandas               0.25.0              
pandocfilters        1.4.2               
parso                0.5.1               
pexpect              4.7.0               
pickleshare          0.7.5               
pip                  19.1.1              
prometheus-client    0.7.1               
prompt-toolkit       2.0.9               
protobuf             3.9.0               
ptyprocess           0.6.0               
Pygments             2.4.2               
pymongo              3.8.0               
pyparsing            2.4.2               
pyrsistent           0.15.4              
python-dateutil      2.8.0               
pytz                 2019.2              
PyYAML               5.1.2               
pyzmq                18.0.2              
qtconsole            4.5.2               
scikit-learn         0.21.3              
scipy                1.3.0               
Send2Trash           1.5.0               
setuptools           41.0.1              
six                  1.12.0              
tb-nightly           1.14.0a20190603     
tensorflow           2.0.0b1             
termcolor            1.1.0               
terminado            0.8.2               
testpath             0.4.2               
tf-estimator-nightly 1.14.0.dev2019060501
tfa-nightly          0.5.0.dev20190804   
tornado              6.0.3               
tqdm                 4.32.2              
traitlets            4.3.2               
wcwidth              0.1.7               
webencodings         0.5.1               
Werkzeug             0.15.5              
wheel                0.33.4              
widgetsnbextension   3.5.1               
wrapt                1.11.2              
xgboost              0.90    
```",neutral,negative
121,meta_vid.mat,feichtenhofer/detect-track,open,,xjtuwh,,2018-10-11 00:27:42,,2.0,,35.0,368905361.0,Hello~ How can I get teh meta_vid.mat which used by imdb_from_ilsvrc15vid.m?,neutral,neutral
122,Batch inference for inference_detector,open-mmlab/mmdetection,closed,,Thevakumar-Luheerathan,Thevakumar-Luheerathan,2022-01-31 02:34:07,2022-01-31 10:59:24,1.0,,7106.0,1118884597.0,"Does the mmdetection supports batch inference for inference_detector? If how can I do that. I could not able to find it in documentation.
Batch processing is a must in my case. ",neutral,neutral
123,Problem while loading yolox-tiny model parameters,open-mmlab/mmdetection,closed,BIGWangYuDong,reclusezz,reclusezz,2021-09-24 06:02:14,2021-09-26 07:47:54,8.0,reimplementation,6156.0,1006111442.0,"The model and loaded state dict do not match exactly

unexpected key in source state_dict: ema_backbone_stem_conv_conv_weight, ema_backbone_stem_conv_bn_weight, ema_backbone_stem_conv_bn_bias, ema_backbone_stem_conv_bn_running_mean, ema_backbone_stem_conv_bn_running_var, ema_backbone_stem_conv_bn_num_batches_tracked, ema_backbone_stage1_0_conv_weight, ema_backbone_stage1_0_bn_weight, ema_backbone_stage1_0_bn_bias, ema_backbone_stage1_0_bn_running_mean, ema_backbone_stage1_0_bn_running_var, ema_backbone_stage1_0_bn_num_batches_tracked, ema_backbone_stage1_1_main_conv_conv_weight, ema_backbone_stage1_1_main_conv_bn_weight, ema_backbone_stage1_1_main_conv_bn_bias, ema_backbone_stage1_1_main_conv_bn_running_mean, ema_backbone_stage1_1_main_conv_bn_running_var, ema_backbone_stage1_1_main_conv_bn_num_batches_tracked, ema_backbone_stage1_1_short_conv_conv_weight, ema_backbone_stage1_1_short_conv_bn_weight, ema_backbone_stage1_1_short_conv_bn_bias, ema_backbone_stage1_1_short_conv_bn_running_mean, ema_backbone_stage1_1_short_conv_bn_running_var, ... ...






When I load trained yolox-tiny model during testing phase, I meet the problem. How to solve it and do it influence the result?",neutral,neutral
124,Visualize augmented images and masks,matterport/Mask_RCNN,closed,,jatinrastogi,jatinrastogi,2021-07-12 14:31:42,2021-07-14 02:40:26,3.0,,2631.0,942127427.0,"So I was trying to save the augmented images and masks on them but I ran through some error when I tried to save masks, As mask gives a boolean array so I tried to apply it on the image like this 
![Screenshot from 2021-07-12 20-03-57](https://user-images.githubusercontent.com/67838197/125306118-8eef5000-e34c-11eb-9748-c8d6baaa2925.png)


But then I face type error
`TypeError:can't multiply sequence of non-int type float`
Then I replaced 0.5*color[c]*255 with color[c]*255
But then I faced this error
`operands could not be broadcast together shapes (1024,1024) (765,)`",neutral,negative
125,Custom training dataset format,TRI-ML/packnet-sfm,open,,UditSinghParihar,,2021-11-02 08:50:54,,1.0,,186.0,1042034673.0,"Hello Sir,
   Thanks for providing the code for packnet-sfm.

I am currently trying to train on custom Carla dataset. My yaml configuration file looks like:

```
checkpoint:
    filepath: '/workspace/packnet-sfm/results/checkpoints'
    save_top_k: 5

save:
    folder: '/workspace/packnet-sfm/results'

model:
    name: 'SelfSupModel'
    optimizer:
        name: 'Adam'
        depth:
            lr: 0.0002
        pose:
            lr: 0.0002
    scheduler:
        name: 'StepLR'
        step_size: 30
        gamma: 0.5
    depth_net:
        name: 'PackNet01'
        version: '1A'
    pose_net:
        name: 'PoseNet'
        version: ''
    params:
        crop: 'garg'
        min_depth: 0.0
        max_depth: 80.0

datasets:
    augmentation:
        image_shape: (256, 320)
    train:
        batch_size: 2
        dataset: ['Image']
        path: ['/data/datasets/carla/Town01_short/carla_test/train']
        split: ['{:04}']
        repeat: [1]
    validation:
        dataset: ['Image']
        path: ['/data/datasets/carla/Town01_short/carla_test/val']
        split: ['{:04}']  
    test:
        dataset: ['Image']
        path: ['/data/datasets/carla/Town01_short/carla_test/val']
        split: ['{:04}']
```

My directory structure looks like:
```
.
├── data_splits
├── train
└── val
```

However during training, my training-loss is non-zero, while my validation-loss is zero, I suspect [validation-loss](https://github.com/TRI-ML/packnet-sfm/blob/master/packnet_sfm/trainers/horovod_trainer.py#L65) being zero might be due to wrong data loading, could you help me help out what is the correct directory structure for using [image_dataset.py](https://github.com/TRI-ML/packnet-sfm/blob/master/packnet_sfm/datasets/image_dataset.py) and what should be `path` and `split` field in the config file?
My issue is similar to [this issue](https://github.com/TRI-ML/packnet-sfm/issues/96#issuecomment-762436108) 
",neutral,negative
126,bbox_mAP_s: -1.0000,open-mmlab/mmdetection,closed,jbwang1997,champagne-yellow,jbwang1997,2022-06-01 07:20:44,2022-06-06 03:08:11,1.0,,8106.0,1255204542.0,"On my own dataset, the bbox_mAP_s is -1.0000 regardless of the method.",neutral,neutral
127,bitflips always has value -1,tancik/StegaStamp,closed,,Jackqu,tancik,2019-04-22 11:05:05,2019-04-22 17:55:46,1.0,,2.0,435690236.0,"When I run the code to my own video
python detector.py \
  --detector_model detector_models/stegastamp_detector \
  --decoder_model saved_models/stegastamp_pretrained \
  --video test_vid.mp4
I found bitflips always has value -1
The following is what I did：
step 1: Hide message into image lena and verified the message can be decoded
step 2: Print the image with message inside
step 3: Record a video of the printed image
And then, I found the bitflips always has value -1, could you help me with this problem. Thank you.
The image and video can be find here.[https://drive.google.com/open?id=1XGXWCN78kDvr6IEtTyIQKB6JJ9jXvTok]",neutral,positive
